"If you can paint, I can walk... Anything can happen, don't you think?",Terry McKay ,by Deborah Kerr,in An Affair to Remember,1957
But you have such an honest face.,Nickie Ferrante ,by Cary Grant,in An Affair to Remember,1957
"Fasten your seatbelts, it's going to be a bumpy night!",Margo Channing ,by Bette Davis,in All About Eve,1950
That never stopped you before.,Margo Channing ,by Bette Davis,in All About Eve,1950
What a dull clich.,Addison DeWitt ,by George Sanders,in All About Eve,1950
"You have a point. An idiotic one, but a point.",Addison DeWitt,by George Sanders,in All About Eve,1950
You looking for an answer or an argument?,Birdie,by Thelma Ritter ,in All About Eve,1950
You're maudlin and full of self-pity. You're magnificent!,Addison DeWitt,by George Sanders,in All About Eve,1950
"There never was, and there never will be, another like you.",Addison DeWitt,by George Sanders,in All About Eve,1950
"The mark of a true killer: Sleep tight, rest easy, and come out fighting.",Addison DeWitt,by George Sanders,in All About Eve,1950
That suddenly makes the whole thing believable.,Bill Sampson ,by Gary Merrill,in All About Eve,1950
You have every reason for happiness.,Bill Sampson ,by Gary Merrill,in All About Eve,1950
Don't cry. Just score it as an incomplete forward pass.,Bill Sampson ,by Gary Merrill,in All About Eve,1950
"Real diamonds in a wig, the world we live in.",Bill Sampson ,by Gary Merrill,in All About Eve,1950
Sometimes I don't know where the bullshit ends and the truth begins.,Joe Gideon ,by Roy Scheider,in All That Jazz,1979
Don't bullshit a bullshitter.,Joe Gideon ,by Roy Scheider,in All That Jazz,1979
Probably.,Joe Gideon ,by Roy Scheider,in All That Jazz,1979
"You know what death with dignity is, man? You don't drool.",Davis Newman ,by Cliff Gorman,in All That Jazz,1979
Do you believe in it?,Wolfgang Amadeus Mozart,by om Hulce ,in Amadeus ,1984
"You have no idea what I'm talking about, I'm sure. But don't worry... you will someday.",Lester Burnham ,by Kevin Spacey,in American Beauty,1999
It's a great thing when you realize you still have the ability to surprise yourself.,Lester Burnham ,by Kevin Spacey,in American Beauty,1999
"Well, congratulations. You've succeeded admirably.",Carolyn Burnham ,by Annette Bening,in American Beauty,1999
"Possibly, but you don't want to be unemployed. ",Carolyn Burnham ,by Annette Bening,in American Beauty,1999
"As a lawyer, I've had to learn that people aren't just good or just bad. People are many things.",Paul Biegler ,by James Stewart,in Anatomy of a Murder,1959
"If you dream, dream big.",Jonathan Shields ,by Kirk Douglas,in The Bad and the Beautiful,1952
Not even a little bit.,Jonathan Shields ,by Kirk Douglas,in The Bad and the Beautiful,1952
It looks as though we'll have to make a compromise.,Jonathan Shields ,by Kirk Douglas,in The Bad and the Beautiful,1952
"Of course. And why? Because the dark has a life of its own. In the dark, all sorts of things come alive.",Jonathan Shields ,by Kirk Douglas,in The Bad and the Beautiful,1952
Nothing like a little disaster for sorting things out.,Thomas,by David Hemmings,in Blowup,1966
Everybody cheats. I just didn't know.,Dave,by Dennis Christopher,in Breaking Away,1979
Don't forget your toothbrush! You're still in your cavity-prone years.,Cyril ,by Daniel Stern,in Breaking Away,1979
"Everyone has something they're good at. I've always been stupid, but I'm good at this.",Bess McNeill ,by Emily Watson,in Breaking the Waves,1996
You've been a long way away.,Fred Jesson ,by Cyril Raymond,in Brief Encounter,1945
This can't last. ,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
Nothing lasts really. ,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
"There's still time, if we control ourselves and behave like sensible human beings.",Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
There's too much in the way. ,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
You have the most peculiar ideas of relation.,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
How can you be so silly?,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
How odd of you not to have noticed that you were living with a stranger in the house.,Laura Jesson ,by Celia Johnson ,in Brief Encounter,1945
I'm afraid you don't.,Dr. Alec Harvey ,by Trevor Howard ,in Brief Encounter,1945
"If you can't fix it, Jack, you gotta stand it.",Ennis Del Mar ,by Heath Ledger,in Brokeback Mountain,2005
"Yeah, well... if you got nothin', you don't need nothin'.",Ennis Del Mar ,by Heath Ledger,in Brokeback Mountain,2005
"Ya know it could be like this, just like this always.",Jack Twist ,by Jake Gyllenhaal,in Brokeback Mountain,2005
"There ain't never enough time, never enough...",Jack Twist ,by Jake Gyllenhaal,in Brokeback Mountain,2005
"Fast or slow, I like the direction you're going.",Jack Twist ,by Jake Gyllenhaal,in Brokeback Mountain,2005
"You know friend, this is a god damn bitch of an unsatisfactory situation.",Jack Twist ,by Jake Gyllenhaal,in Brokeback Mountain,2005
"That's, that's a very good question, but rather difficult to explain.",Brian Roberts ,by Michael York,in Cabaret,1972
"Aren't you ever gonna stop deluding yourself, hmm? ",Brian Roberts ,by Michael York,in Cabaret,1972
You're... you're about as fatale as an after dinner mint!,Brian Roberts ,by Michael York,in Cabaret,1972
Divine decadence darling!,Sally Bowles ,by Liza Minnelli,in Cabaret,1972
My God! It's enough to drive a girl into a convent! ,Sally Bowles ,by Liza Minnelli,in Cabaret,1972
Don't be so British!,Sally Bowles ,by Liza Minnelli,in Cabaret,1972
Does it really matter so long as you're having fun?,Sally Bowles ,by Liza Minnelli,in Cabaret,1972
It's you. It's not a dream.,Marguerite,by Greta Garbo ,in Camille ,1936
The sort of company you're in tonight doesn't suit you at all.,Marguerite,by Greta Garbo ,in Camille ,1936
"Louie, I think this is the beginning of a beautiful friendship.",Rick,by Humphrey Bogart,in Casablanca ,1942
Don't you sometimes wonder if it's worth all this?,Rick,by Humphrey Bogart,in Casablanca ,1942
They're all excellent reasons.,Rick,by Humphrey Bogart,in Casablanca ,1942
"You might as well question why we breathe. If we stop breathing, we'll die. If we stop fighting our enemies, the world will die.",Victor Laszlo ,by Paul Henreid,in Casablanca ,1942
You're very kind.,Ilsa,by Ingrid Bergman,in Casablanca ,1942
"Well, only one answer can take care of all our questions.",Ilsa,by Ingrid Bergman,in Casablanca ,1942
"With the whole world crumbling, we pick this time to fall in love.",Ilsa,by Ingrid Bergman,in Casablanca ,1942
"It requires concentration of will, energy of soul.",Eric Liddell ,by Ian Charleson ,in Chariots of Fire,1981
"So who am I to say, ""Believe, have faith,"" in the face of life's realities?",Eric Liddell ,by Ian Charleson ,in Chariots of Fire,1981
"I would like to give you something more permanent, but I can only point the way. ",Eric Liddell ,by Ian Charleson ,in Chariots of Fire,1981
You're over striding.,Sam Mussabini ,by Ian Holm ,in Chariots of Fire,1981
You can't start a bonfire and then say night - night.,James Leeds ,by William Hurt ,in Children of a Lesser God,1986
"Yeah, well, sometimes nothin' can be a real cool hand.",Luke,by Paul Newman,in Cool Hand Luke,1967
"Yeah, well, that ought to be easy for a genuine son of a bitch.",Luke,by Paul Newman,in Cool Hand Luke,1967
I hope you ain't going to be a hard case.,Carr,by Clifton James ,in Cool Hand Luke,1967
You can always pretend.,Dil,by Jaye Davidson,in The Crying Game,1992
Well that's a start.,Dil,by Jaye Davidson,in The Crying Game,1992
"Details, baby, details.",Dil,by Jaye Davidson,in The Crying Game,1992
"Well, maybe you'll get lucky... someday.",Dil,by Jaye Davidson,in The Crying Game,1992
Is that good or bad?,Fergus,by Stephen Rea,in The Crying Game,1992
Who knows the secrets of the human heart?,Col ,by Jim Broadbent ,in The Crying Game,1992
"And in the end, I distilled everything to one wonderfully simple principle: win or die.",Marquise de Merteuil ,by Glenn Close ,in Dangerous Liaisons,1988
"You'll find the shame is like the pain, you only feel it once.",Marquise de Merteuil ,by Glenn Close ,in Dangerous Liaisons,1988
One does not applaud the tenor for clearing his throat.,Marquise de Merteuil ,by Glenn Close ,in Dangerous Liaisons,1988
Adopt a less marital tone of voice.,Marquise de Merteuil ,by Glenn Close ,in Dangerous Liaisons,1988
"I'm sorry to say this, but, those who are most worthy of love are never made happy by it.",Madame de Rosemonde ,by Mildred Natwick ,in Dangerous Liaisons,1988
I often wonder how you manage to invent yourself.,Vicomte de Valmont ,by John Malkovich,in Dangerous Liaisons,1988
All in good time.,Vicomte de Valmont ,by John Malkovich,in Dangerous Liaisons,1988
"You know how people are. You tell them something, they start talking.",Linda,by Linda Manz,in Days of Heaven,1978
What a nice thing to say.,Abby,by Brooke Adams ,in Days of Heaven,1978
"Pain creates character distortion, it's simply not necessary.",Beverly Mantle ,by Jeremy Irons,in Dead Ringers,1988
I know what you mean.,Elliot Mantle ,by Jeremy Irons,in Dead Ringers,1988
You have to think about one shot. One shot is what it's all about.,Michael,by Robert De Niro ,in The Deer Hunter,1978
"You wanna play games? All right, I'll play your fucking games.",Michael,by Robert De Niro ,in The Deer Hunter,1978
"When a man says no to champagne, he says no to life.",Julien,by Pierre Segui ,in The Deer Hunter,1978
You trying to look like a prince?,Nick ,by Christopher Walken ,in The Deer Hunter,1978
"Come on, man, you draggin' the chain.",Noah Cullen ,by Sidney Poitier ,in The Defiant Ones,1958
You're dealing with a rational girl; that's your problem.,Edward Eddie Simmons ,by Steve Guttenberg ,in Diner ,1982
Do you ever get the feeling that there's something going on that we don't know about?,"Timothy Fenwick, Jr. ",by Kevin Bacon ,in Diner ,1982
"If you don't have good dreams, Bagel, you got nightmares.",Boogie,by Mickey Rourke,in Diner ,1982
"Sweetheart, you can't buy the necessities of life with cookies.",Bill ,by Alan Arkin,in Edward Scissorhands,1990
"Well, you may think that, but you're wrong.",Peg Boggs ,by Dianne Wiest,in Edward Scissorhands,1990
"There is no God, but I hope someone watches over you.",Almsy ,by Ralph Fiennes,in The English Patient,1996
"Jeannie, do me a favor. Don't be silly anymore. Just be yourself.",Richard Forst ,by John Marley ,in Faces ,1968
You're voluptuous.,Richard Forst ,by John Marley ,in Faces ,1968
You're not fat.,Richard Forst ,by John Marley ,in Faces ,1968
Come on and take a bath.,Jeannie Rapp ,by Gena Rowlands ,in Faces ,1968
"Go ahead, I'm not gonna stop you!",Oma,by Susan Tyrrell ,in Fat City,1972
Just don't bump your head anymore.,Oma,by Susan Tyrrell ,in Fat City,1972
You can count on me!,Tully,by Stacy Keach,in Fat City,1972
"My feeling is, that if you could talk, we probably wouldn't be talking. ",Bobby,by Jack Nicholson,in Five Easy Pieces,1970
Are you all right? I don't know what to say... ,Bobby,by Jack Nicholson,in Five Easy Pieces,1970
"Isn't that wonderful, ladies?",Bobby,by Jack Nicholson,in Five Easy Pieces,1970
Wonderful.,Bobby,by Jack Nicholson,in Five Easy Pieces,1970
"That's dangerous, you know.",Bobby,by Jack Nicholson,in Five Easy Pieces,1970
"Hey, follow that truck. They know the best places to stop.",Palm Apodaca ,by Helena Kallianiotes,in Five Easy Pieces,1970
It's useless.,Catherine ,by Susan Anspach,in Five Easy Pieces,1970
You still refuse to face the truth.,Commander John J. Adams ,by Leslie Nielsen,in Forbidden Planet,1959
Your mind refuses to face the conclusion.,Commander John J. Adams ,by Leslie Nielsen,in Forbidden Planet,1959
"We're all part monsters in our subconscious, so we have laws and religion!",Commander John J. Adams ,by Leslie Nielsen,in Forbidden Planet,1959
"I feel sorry for you, young man.",Dr. Edward Morbius ,by Walter Pidgeon,in Forbidden Planet,1959
One cannot behold the face of the gorgon and live!,Dr. Edward Morbius ,by Walter Pidgeon,in Forbidden Planet,1959
"Yes, and whatever comes, forever.",Altaira,by Anne Francis,in Forbidden Planet,1959
There's no rush.,Lt. Farman ,by Jack Kelly,in Forbidden Planet,1959
Then let's see you do it!,Jack,by Bill Kerr ,in Gallipoli ,1981
In your case I don't think anything would help but you might as well give it a go.,Billy ,by Robert Grubb,in Gallipoli ,1981
Don't have to if you don't want to.,Frank Dunne ,by Mel Gibson,in Gallipoli ,1981
Have another drink.,Frank Dunne ,by Mel Gibson,in Gallipoli ,1981
You of all people should be going.,Archy Hamilton ,by Mark Lee,in Gallipoli ,1981
"The thing I can't stand about you, mate, is you're always so bloody cheerful.",Frank Dunne,by Mel Gibson,in Gallipoli ,1981
An eye for an eye only ends up making the whole world blind.,Gandhi,by Ben Kingsley ,in Gandhi ,1982
Everyone takes his turn.,Gandhi,by Ben Kingsley ,in Gandhi ,1982
"When you kill a king, you don't stab him in the dark. You kill him where the entire court can watch him die.",Amsterdam Vallon ,by Leonardo DiCaprio,in Gangs of New York,2002
"Oh, you got a murderous streak in you!",Bill ,by Daniel Day-Lewis,in Gangs of New York,2002
Don't never look away.,Priest Vallon ,by Liam Neeson ,in Gangs of New York,2002
Because only one thing counts in this life: Get them to sign on the line which is dotted. ,Blake ,by Alec Baldwin ,in Glengarry Glen Ross,1992
Are you gonna take it? Are you man enough to take it? ,Blake,by Alec Baldwin ,in Glengarry Glen Ross,1992
"What's the problem, pal?",Blake,by Alec Baldwin ,in Glengarry Glen Ross,1992
"You pick it up, it's yours.",Blake,by Alec Baldwin ,in Glengarry Glen Ross,1992
You never open your mouth until you know what the shot is.,Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
When you die you're going to regret the things you don't do. ,Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
"You did it, live with it. You fuck little girls, so be it. ",Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
"If you think there is, go ahead, be that thing. ",Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
"If you think that, act that way.",Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
Waste of time.,Ricky Roma ,by Al Pacino ,in Glengarry Glen Ross,1992
You bet your ass. ,Shelley Levene ,by Jack Lemmon,in Glengarry Glen Ross,1992
You do get the opportunity.,Shelley Levene ,by Jack Lemmon,in Glengarry Glen Ross,1992
"You can't think on your feet, you oughta keep your mouth closed.",Shelley Levene ,by Jack Lemmon,in Glengarry Glen Ross,1992
Can't go on forever.,Colonel Robert G. Shaw ,by Matthew Broderick ,in Glory ,1989
"It stinks, I suppose.",Colonel Robert G. Shaw ,by Matthew Broderick ,in Glory ,1989
I know exactly how you feel.,Colonel Robert G. Shaw ,by Matthew Broderick ,in Glory ,1989
"Takes no nerve to do something, ain't nothin' else you can do.",Tom Joad ,by Henry Fonda,in The Grapes of Wrath,1940
"Take nothing on its looks, take everything on evidence. There is no better rule.",Mr. Jaggers ,by Francis L. Sullivan,in Great Expectations,1946
Can you be so cruel?,Aunt Penniman ,by Miriam Hopkins ,in The Heiress,1949
"I think, Doctor, that you expect too much of people. If you do you'll always be disappointed.",Mrs. Montgomery ,by Betty Linley,in The Heiress,1949
"Prayer is only another name for good, clean, direct thinking. ",Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
"When you pray, think. ",Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
Think well what you're saying. ,Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
Make your thoughts into things that are solid. ,Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
You will be queen wherever you walk.,Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
"But remember, with strength goes responsibility - to others and to yourselves.",Mr. Gruffydd ,by Walter Pidgeon,in How Green Was My Valley,1941
"Fight again, and when you come home, not a look shall you have from me... not a word!",Beth Morgan ,by Sara Allgood,in How Green Was My Valley,1941
Sometimes the shepherd needs the comfort of the sheep. ,Philip Edwards ,by Michael Cumpsty,in The Ice Storm,1997
Perhaps you find in books what I try to find in people.,Philip Edwards ,by Michael Cumpsty,in The Ice Storm,1997
"When you think about it, it's not easy to keep from just wandering out of life.",Paul Hood ,by Tobey Maguire,in The Ice Storm,1997
One man can change the world with a bullet in the right place.,Mick Travis ,by Malcolm McDowell ,in If ,1968
Whatever you're doing now... don't.,Mick Travis ,by Malcolm McDowell ,in If ,1968
The enemy is inside us. No one can be trusted.,Dith Pran ,by Haing S. Ngor,in The Killing Fields,1984
Everything takes work. ,Cosmo Vitelli ,by Ben Gazzara ,in The Killing of a Chinese Bookie,1976
We'll straighten it out. ,Cosmo Vitelli ,by Ben Gazzara ,in The Killing of a Chinese Bookie,1976
You know. You gotta work hard to be comfortable. ,Cosmo Vitelli ,by Ben Gazzara ,in The Killing of a Chinese Bookie,1976
"Yeah, a lot of people kid themselves, you know.",Cosmo Vitelli ,by Ben Gazzara ,in The Killing of a Chinese Bookie,1976
Stop trying to be so bloody clever.,King George VI ,by Colin Firth,in The Kings Speech,2010
Apologize... do you both good.,Myrtle Logue ,by Jennifer Ehle,in The Kings Speech,2010
"Never you mind, honey. Never you mind.",Ruth Popper ,by Cloris Leachman,in The Last Picture Show,1971
Bein' crazy about a woman like that is always the right thing to do!,Sam the Lion ,by Ben Johnson,in The Last Picture Show,1971
"The course of our lives can be changed by such little things. So many passing by, each intent on his own problems. ",Lisa Berndl ,by Joan Fontaine,in Letter from a Unknown Woman,1948
I know now that nothing happens by chance. Every moment is measured; every step is counted.,Lisa Berndl ,by Joan Fontaine,in Letter from a Unknown Woman,1948
Honor is a luxury only gentlemen can afford.,Stefan Brand ,by Louis Jourdan,in Letter from a Unknown Woman,1948
"Have you ever shuffled faces like cards, hoping to find one that lies somewhere, just over the edge of your memory?",Stefan Brand ,by Louis Jourdan,in Letter from a Unknown Woman,1948
"If in pursuit of your destination, you plunge ahead, heedless of obstacles, and achieve nothing more than to sink in a swamp... ",Abraham Lincoln ,by Daniel Day-Lewis ,in Lincoln ,2012
Each of us has made it possible for the other to do terrible things.,Abraham Lincoln ,by Daniel Day-Lewis ,in Lincoln ,2012
"Buzzards' guts, man!",Abraham Lincoln ,by Daniel Day-Lewis ,in Lincoln ,2012
Don't spend too much money on the flub dubs.,Abraham Lincoln ,by Daniel Day-Lewis ,in Lincoln ,2012
You look one hundred percent better when I can't see you.,Lolita,by Dominique Swain,in Lolita ,1997
One's too many an' a hundred's not enough.,Nat,by Howard Da Silva,in The Lost Weekend Don ,1945
"Don't wipe it away, Nat. Let me have my little vicious circle. You know, the circle is the perfect geometric figure. No end, no beginning.",Don Birnam ,by Ray Milland,in The Lost Weekend Don ,1945
"When times are gone, they are not old, they're dead. There aren't any times but new times.",Eugene ,by Joseph Cotten,in The Magnificent Ambersons,1942
Don't ever let anyone ever say to you you shouldn't regret anything. Don't do that. Don't! You regret what you fucking want! ,Earl Partridge ,by Jason Robards,in Magnolia ,1999
"Use that. Use that. Use that regret for anything, any way you want. You can use it, OK?",Earl Partridge ,by Jason Robards,in Magnolia ,1999
"This fucking life... oh, it's so fucking hard. So long. Life ain't short, it's long. It's long, goddamn it. Goddamn.",Earl Partridge ,by Jason Robards,in Magnolia ,1999
This happens. This is something that happens.,Stanley Spector ,by Jeremy Blackman,in Magnolia ,1999
So just... give up,Stanley Spector ,by Jeremy Blackman,in Magnolia ,1999
This isn't funny. This isn't cute,Stanley Spector ,by Jeremy Blackman,in Magnolia ,1999
"Now, you... you listen to me now. You're a good person.",Jim Kurring ,by John C. Reilly,in Magnolia ,1999
Sometimes people need a little help. Sometimes people need to be forgiven.,Jim Kurring ,by John C. Reilly,in Magnolia ,1999
Stay that way.,Thurston Howell ,by Henry Gibson,in Magnolia ,1999
"In this life, it's not what you hope for, it's not what you deserve - it's what you take!",Frank T.J. Mackey ,by Tom Cruise,in Magnolia ,1999
"I'll tell you everything, and you tell me everything, and maybe we can get through all the piss and shit and lies that kill other people.",Claudia Wilson Gator ,by Melora Walters,in Magnolia ,1999
"Now you take a moment, you breathe, and one thing at a time.","Alan Kligman, Esq. ",by Michael Murphy,in Magnolia ,1999
You need to sober up.,"Alan Kligman, Esq. ",by Michael Murphy,in Magnolia ,1999
You smell like trouble.,Burt Ramsey ,by Ricky Jay,in Magnolia ,1999
It's dangerous to confuse children with angels.,Thurston Howell ,by Henry Gibson,in Magnolia ,1999
"All of us women are very much the same, you know. None of us should be put on pedestals.",Hesther Shaw ,by Margaret Lockwood,in The Man in Grey,1943
Then remember it!,Hesther Shaw ,by Margaret Lockwood,in The Man in Grey,1943
A great lady must never been seen without a smile.,Lawrence,by Stuart Lindsell ,in The Man in Grey,1943
You all right... you know?,Sparrow,by Arnold Stang,in The Man with the Golden Arm,1955
The monkey's gone.,Frankie Machine ,by Frank Sinatra,in The Man with the Golden Arm,1955
What else can you do?,Molly ,by Kim Novak,in The Man with the Golden Arm,1955
"It's just gossip, you know. Gossip is the new pornography.",Yale,by Michael Murphy,in Manhattan ,1979
"It's an interesting group of people, your friends are.",Isaac Davis ,by Woody Allen,in Manhattan ,1979
You certainly fooled me.,Isaac Davis ,by Woody Allen,in Manhattan ,1979
"Ma, sooner or later, there comes a point in a man's life when he's gotta face some facts.",Marty Pilletti ,by Ernest Borgnine ,in Marty,1955
What do you wanna do tonight?,Angie ,by Joe Mantell ,in Marty,1955
"You fell. Hey fella, you fell.",Shirley,by Brenda Vaccaro ,in Midnight Cowboy,1969
"You want the word on that brother-and-sister act, Hansel's a fag and Gretel's got the hots for herself, so who cares, right? Load up on the salami.",Ratso Rizzo ,by Dustin Hoffman,in Midnight Cowboy,1969
"Frankly, you're beginning to smell and for a stud in New York, that's a handicap.",Ratso Rizzo ,by Dustin Hoffman,in Midnight Cowboy,1969
Whoopee-tee-yi-yo. Get along little dogies. It's your misfortune and none of my own.,Joe Buck ,by Jon Voight ,in Midnight Cowboy,1969
"You look real nice, lover boy, real nice. Make your old grandma proud. ",Sally Buck ,by Ruth White ,in Midnight Cowboy,1969
"Well, that's that!",Veda ,by Ann Blyth ,in Mildred Pierce,1945
"If I were you, I'd save myself the trouble.",Veda ,by Ann Blyth ,in Mildred Pierce,1945
You ought to do something about your sit-down.,Kay Pierce ,by Jo Ann Marlowe ,in Mildred Pierce,1945
"Why not? You're brave, aren't you?",Toby Miniver ,by Christopher Severn,in Mrs. Miniver,1942
"All is nothing, therefore nothing must end.",Christy Brown ,by Daniel Day-Lewis,in My Left Foot,1989
"Go ahead, Christy. Make your mark.",Mrs. Brown ,by Brenda Fricker,in My Left Foot,1989
This road will never end. ,Mike Waters ,by River Phoenix,in My Own Private Idaho,1991
"It's when you start doing things for free, that you start to grow wings.",Scott Favor ,by Keanu Reeves,in My Own Private Idaho,1991
"When you wake up, wipe the slugs off your face. Be ready for a new day!",Scott Favor ,by Keanu Reeves,in My Own Private Idaho,1991
Getting away from everything feels good.,Scott Favor ,by Keanu Reeves,in My Own Private Idaho,1991
You know too much.,Richard Waters ,by James Russo,in My Own Private Idaho,1991
"Oh, you're fine, darlin'.",Barnett ,by Allen Garfield,in Nashville ,1975
Y'all take it easy now.,Haven Hamilton ,by Henry Gibson,in Nashville ,1975
"Oh, Jerry, don't let's ask for the moon. We have the stars.",Charlotte Vale ,by Bette Davis ,"in Now, Voyager",1942
Don't talk like that.,Jerry,by Paul Henreid ,"in Now, Voyager",1942
You got the job.,Geoff Carter ,by Cary Grant,in Only Angels Have Wings,1939
That's right.,Geoff Carter,by Cary Grant,in Only Angels Have Wings,1939
You don't have to. Just do what I tell you to do.,Geoff Carter,by Cary Grant,in Only Angels Have Wings,1939
"Forget it, unless you want the honor.",Geoff Carter,by Cary Grant,in Only Angels Have Wings,1939
"Tell you what, I'll toss a coin, heads you stay, tails you go.",Geoff Carter,by Cary Grant,in Only Angels Have Wings,1939
You'd better be good!,Geoff Carter,by Cary Grant,in Only Angels Have Wings,1939
No looking ahead; no tomorrows; just today.,Bonnie Lee ,by Jean Arthur,in Only Angels Have Wings,1939
"Sometimes, you forget that.",John 'Dutchy' Van Reiter ,by Sig Ruman,in Only Angels Have Wings,1939
Listening to you is relaxing.,Bourne,by Matt Damon ,in Bourne Identity,2002
Thats good thinking.,Bourne,by Matt Damon ,in Bourne Identity,2002
"Yeah, thats true.",Marie,by Franka Potente,in Bourne Identity,2002
Nobody does the right thing.,Marie,by Franka Potente,in Bourne Identity,2002
So figure it out.,Marie,by Franka Potente,in Bourne Identity,2002
"Don't admire people too much, they might disappoint you.","Calvin ""Cal"" Jarrett ",by Donald Sutherland,Ordinary People,1980
How do you know?,"Conrad ""Con"" Jarrett ",by Timothy Hutton,in Ordinary People,1980
Sounds good to me.,Dr. Berger ,by Judd Hirsch ,in Ordinary People,1980
A little advice about feelings kiddo; don't expect it always to tickle.,Dr. Berger ,by Judd Hirsch ,in Ordinary People,1980
I'm quite certain you will.,Hendrik,by James Mason ,in Pandora and the Flying Dutchman,1951
If it would help to quiet your soul.,Hendrik,by James Mason ,in Pandora and the Flying Dutchman,1951
To understand one human soul is like trying to empty the sea with a cup.,Geoffrey Fielding ,by Harold Warrender ,in Pandora and the Flying Dutchman,1951
The measure of love is what one is willing to give up for it.,Geoffrey Fielding ,by Harold Warrender ,in Pandora and the Flying Dutchman,1951
Blame is for God and small children.,Dega,by Dustin Hoffman,in Papillon ,1973
A temptation resisted is a true measure of character.,Dega,by Dustin Hoffman,in Papillon ,1973
Does it matter?,Papillon,by Steve McQueen ,in Papillon ,1973
That makes sense.,Papillon,by Steve McQueen ,in Papillon ,1973
That depends on how long you want to live.,Papillon,by Steve McQueen ,in Papillon ,1973
Then you got a problem.,Papillon,by Steve McQueen ,in Papillon ,1973
We all have sensitive spots.,Maturette,by Robert Deman,in Papillon ,1973
"To hell with it. Nobody wants to see a picture of me, I'm mad! Didn't you know that?",Patton ,by George C. Scott,in Patton ,1970
This is the end... the end.,General Alfred Jodl ,by Richard Mnch,in Patton ,1970
"Nothing is true, everything is permitted.",Turner,by Mick Jagger ,in Performance ,1970
Would it make you more comfortable?,Andrew Beckett ,by Tom Hanks ,in Philadelphia ,1993
That's very disappointing.,Andrew Beckett ,by Tom Hanks ,in Philadelphia ,1993
Forget everything you've seen on television and in the movies.,Joe Miller ,by Denzel Washington ,in Philadelphia ,1993
"Well, that is a strong opinion.",Aunt Morag ,by Kerry Walker ,in The Piano,1993
Aye. It's unholy.,Flora,by Anna Paquin ,in The Piano,1993
Lovely.,George Baines ,by Harvey Keitel,in The Piano,1993
Everything begins and ends at the exactly right time and place.,Miranda,by Anne-Louise Lambert,in Picnic at Hanging Rock,1975
There's some questions got answers and some haven't.,Mr. Whitehead ,by Frank Gunnell ,in Picnic at Hanging Rock,1975
"Excuses are like assholes, Taylor, everybody got one.",Sgt. O'Neill ,by John C. McGinley,in Platoon ,1986
"Everybody got to die sometime, Red.",Sgt. Barnes ,by Tom Berenger,in Platoon ,1986
Feeling good's good enough.,Sgt. Elias ,by Willem Dafoe ,in Platoon ,1986
"You're weird, man.",Pvt. Gator Lerner ,by Johnny Depp,in Platoon ,1986
"The other thing is, you tend to like people that like you.",Joanne,by Alison Routledge ,in The Quiet Earth,1985
"If you win, you win. If you lose, you still win.",Joey LaMotta ,by Joe Pesci ,in Raging Bull,1980
You're used to that.,Jake La Motta ,by Robert De Niro,in Raging Bull,1980
"You can wake up now, the universe has ended.",Jim Stark ,by Anton Walbrook ,in Rebel Without a Cause,1955
Once you been up there you know you've been someplace.,Jim Stark ,by Lonide Massine ,in Rebel Without a Cause,1955
That's a fine way to behave!,Mrs. Carol Stark ,by Ann Doran,in Rebel Without a Cause,1955
"Don't forget, a great impression of simplicity can only be achieved by great agony of body and spirit.",Boris Lermontov ,by Anton Walbrook ,in The Red Shoes,1948
You can't alter human nature.,Grischa Ljubov ,by Lonide Massine ,in The Red Shoes,1948
In the end it's all nice.,Sara Goldfarb ,by Ellen Burstyn ,in Requiem for a Dream,2000
Theres nothing out there!,Harry ,by Jared Leto,in Requiem for a Dream,2000
Let's do this right.,Harry ,by Jared Leto,in Requiem for a Dream,2000
"Be excited, be, be excited.",Tappy Tibbons ,by Christopher McDonald,in Requiem for a Dream,2000
Witches... All of them witches!,Rosemary Woodhouse ,by Mia Farrow ,in Rosemarys Baby,1968
Now! That's what I call the long arm of coincidence!,Minnie Castevet ,by Ruth Gordon,in Rosemarys Baby,1968
What are you talking about? You look great. It's that haircut that looks awful.,Guy Woodhouse ,by John Cassavetes ,in Rosemarys Baby,1968
"Whatever you do,okay, don't get on the ground.",Richard Boyle ,by James Woods ,in Salvador,1986
"You know you're gonna fit in really well here, you know that? You sound just like another gangster.",Richard Boyle ,by James Woods ,in Salvador,1986
